,Company,line_key,header_key,JRNENTRY,trxdate,ACTNUMBR_1,ACTNUMBR_2,ACTNUMBR_3,ACTNUMBR_4,ACTNUMBR_5,REFRENCE,DSCRIPTN,CRDTAMNT,DEBITAMT,ORCRDAMT,ORDBTAMT,CURNCYID,CC_CODE_LEGACY,FULLGL,gp_rec_id,FUNLCURR,gp_trip_code,gp_service_id,Header Key*,Add Only,Create Journal with Errors,Accounting Journal,Auto Complete,Comment,Worker,Accounting Journal ID,Submit,Disable Optional Worktag Balancing,Locked in Workday,Round Ledger Amounts,Journal Number,Company*,Currency*,Ledger Type*,Book Code,Accounting Date*,Journal Source*,Balancing Worktag,Optional Balancing Worktags+,External Supplier Invoice Source,Record Quantity,Journal Entry Memo,External Reference ID,Document Link,Adjustment Journal,Include Tax Lines,Create Reversal,Reversal Date,Control Total Amount,Currency Rate Type,Display Account Set,Row ID*,Content Type,Filename,Encoding,Compressed,File Content,Companies Without Access+,Skip,Discard On Exit Validation Error,File Name*,Event Attachment Description,Event Attachment Category,File,Legacy Ledger Account,Workday Ledger Account SC,Legacy ID_x,Legacy ID_y,Legacy Description_x,CC_Code,Legacy ID_x.1,Legacy Description_y,RevenueCategory,Legacy ID_y.1,Legacy Description - Legacy Name: Reporting Office_x,operational_territory_oh,Legacy Description - Legacy Name: Reporting Office_y,operational_territory_rev_cog,Legacy ID,Legacy Description,Posting Type,Account Category Number,Gross margin category,Workday ID Ledger Account,bookingno,id,billing_group_name,reporting_office_name,agent,associated_agent,online,agent_code,travel_style,sub_territory,trip_code,revenue_stream,service_id,parent_trip_code,revenue_fraction,Line Key,Line Order,Line Company,Ledger Account,Account Set,Alternate Ledger Account,Debit Amount,Credit Amount,Currency,Currency Rate,Ledger Debit Amount,Ledger Credit Amount,Quantity,Unit of Measure,Quantity 2,Unit of Measure 2,Memo,Budget Date,Cost Center,Spend Category,Revenue,Revenue Stream,Operational Territory,Billing Group,Channel (How),Channel (Who),Travel Style,Bank Account,Intercompany Affiliate,Region,Balancing Worktag Affiliate,Exclude from Spend Report,Transaction Date*,Tax Type*,Taxable Amount,Tax Code*,Tax Rate*,Tax Applicability,Tax Recoverability,Tax Recoverability Type,Tax Point Date Type,Supplier,Customer,External Business Entity Name,External Business Entity Address,External Business Entity Tax ID,Line Order*,Do Not Use
41,Barbados,2,23548071,23771228,2021-08-01,20,300,20,900,47000,1619630                        ,4028084                        ,2185.86,0.0,2185.86,0.0,USD            ,20-900,20-300-20-900-47000,91362181,USD            ,,4028084,23548071,Y,,,Y,,,,Y,,,,Legacy_23771228,20,USD            ,Actuals,,2021-08-01,Conversion,,,,,1619630                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000.0,Change/Cancellation Fees,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1619630.0,,,,,,,,,,,,,,,2,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-01,,,,,,,,,,,,,,,
44,Barbados,2,23548073,23771230,2021-08-01,20,300,20,900,47000,1623984                        ,4028050                        ,1050.0,0.0,1050.0,0.0,USD            ,20-900,20-300-20-900-47000,91362186,USD            ,,4028050,23548073,Y,,,Y,,,,Y,,,,Legacy_23771230,20,USD            ,Actuals,,2021-08-01,Conversion,,,,,1623984                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000.0,Change/Cancellation Fees,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1623984.0,,,,,,,,,,,,,,,2,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-01,,,,,,,,,,,,,,,
46,Barbados,1,23548075,23771232,2021-08-01,20,425,20,900,47000,1625781                        ,4028033                        ,690.62,0.0,500.0,0.0,GBP            ,20-900,20-425-20-900-47000,91362190,USD            ,,4028033,23548075,Y,,,Y,,,,Y,,,,Legacy_23771232,20,USD            ,Actuals,,2021-08-01,Conversion,,,,,1625781                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000.0,Change/Cancellation Fees,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1625781.0,,,,,,,,,,,,,,,1,,,,Parent,,,,GBP            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-01,,,,,,,,,,,,,,,
49,Barbados,2,23548076,23771233,2021-08-01,20,300,20,900,41500,1631072                        ,FIT-3933209-2021-08-01         ,2699.0,0.0,2699.0,0.0,USD            ,20-900,20-300-20-900-41500,91362193,USD            ,,3933209,23548076,Y,,,Y,,,,Y,,,,Legacy_23771233,20,USD            ,Actuals,,2021-08-01,Conversion,,,,,1631072                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41500.0,FIT Revenue,RC_Private_Groups_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1631072.0,1631072.0,Direct,North America,40992.0,0.0,0.0,2266666.0,Classic,USA,GNADPLNUJY210801-O1,Land,3933209.0,,1.0,2,,,,Parent,,0.0,2699.0,USD            ,,0.0,2699.0,,,,,,,,,,Land,,,,,,,,,,,2021-08-01,,,,,,,,,,,,,,,
50,Barbados,3,23548076,23771233,2021-08-01,20,300,20,900,41500,1631072                        ,FIT-3935097-2021-08-01         ,2699.0,0.0,2699.0,0.0,USD            ,20-900,20-300-20-900-41500,91362194,USD            ,,3935097,23548076,Y,,,Y,,,,Y,,,,Legacy_23771233,20,USD            ,Actuals,,2021-08-01,Conversion,,,,,1631072                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41500.0,FIT Revenue,RC_Private_Groups_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1631072.0,1631072.0,Direct,North America,40992.0,0.0,0.0,2266666.0,Classic,USA,GNADPLNUJY210801-O1,Land,3935097.0,,1.0,3,,,,Parent,,0.0,2699.0,USD            ,,0.0,2699.0,,,,,,,,,,Land,,,,,,,,,,,2021-08-01,,,,,,,,,,,,,,,
51,Barbados,4,23548076,23771233,2021-08-01,20,300,20,900,41500,1631072                        ,FIT-3935096-2021-08-01         ,2699.0,0.0,2699.0,0.0,USD            ,20-900,20-300-20-900-41500,91362195,USD            ,,3935096,23548076,Y,,,Y,,,,Y,,,,Legacy_23771233,20,USD            ,Actuals,,2021-08-01,Conversion,,,,,1631072                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41500.0,FIT Revenue,RC_Private_Groups_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1631072.0,1631072.0,Direct,North America,40992.0,0.0,0.0,2266666.0,Classic,USA,GNADPLNUJY210801-O1,Land,3935096.0,,1.0,4,,,,Parent,,0.0,2699.0,USD            ,,0.0,2699.0,,,,,,,,,,Land,,,,,,,,,,,2021-08-01,,,,,,,,,,,,,,,
52,Barbados,5,23548076,23771233,2021-08-01,20,300,20,900,41500,1631072                        ,FIT-3935095-2021-08-01         ,2699.0,0.0,2699.0,0.0,USD            ,20-900,20-300-20-900-41500,91362196,USD            ,,3935095,23548076,Y,,,Y,,,,Y,,,,Legacy_23771233,20,USD            ,Actuals,,2021-08-01,Conversion,,,,,1631072                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41500.0,FIT Revenue,RC_Private_Groups_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1631072.0,1631072.0,Direct,North America,40992.0,0.0,0.0,2266666.0,Classic,USA,GNADPLNUJY210801-O1,Land,3935095.0,,1.0,5,,,,Parent,,0.0,2699.0,USD            ,,0.0,2699.0,,,,,,,,,,Land,,,,,,,,,,,2021-08-01,,,,,,,,,,,,,,,
53,Barbados,6,23548076,23771233,2021-08-01,20,300,20,900,41500,1631072                        ,FIT-3935128-2021-08-01         ,10796.0,0.0,10796.0,0.0,USD            ,20-900,20-300-20-900-41500,91362197,USD            ,,3935128,23548076,Y,,,Y,,,,Y,,,,Legacy_23771233,20,USD            ,Actuals,,2021-08-01,Conversion,,,,,1631072                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41500.0,FIT Revenue,RC_Private_Groups_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1631072.0,1631072.0,Direct,North America,40992.0,0.0,0.0,2266666.0,Classic,USA,GNADPLNUJY210801-O1,Land,3935128.0,,1.0,6,,,,Parent,,0.0,10796.0,USD            ,,0.0,10796.0,,,,,,,,,,Land,,,,,,,,,,,2021-08-01,,,,,,,,,,,,,,,
54,Barbados,7,23548076,23771233,2021-08-01,20,300,20,900,41500,1631072                        ,FIT-3935099-2021-08-01         ,2699.0,0.0,2699.0,0.0,USD            ,20-900,20-300-20-900-41500,91362198,USD            ,,3935099,23548076,Y,,,Y,,,,Y,,,,Legacy_23771233,20,USD            ,Actuals,,2021-08-01,Conversion,,,,,1631072                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41500.0,FIT Revenue,RC_Private_Groups_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1631072.0,1631072.0,Direct,North America,40992.0,0.0,0.0,2266666.0,Classic,USA,GNADPLNUJY210801-O1,Land,3935099.0,,1.0,7,,,,Parent,,0.0,2699.0,USD            ,,0.0,2699.0,,,,,,,,,,Land,,,,,,,,,,,2021-08-01,,,,,,,,,,,,,,,
55,Barbados,8,23548076,23771233,2021-08-01,20,300,20,900,41500,1631072                        ,FIT-3935098-2021-08-01         ,2699.0,0.0,2699.0,0.0,USD            ,20-900,20-300-20-900-41500,91362199,USD            ,,3935098,23548076,Y,,,Y,,,,Y,,,,Legacy_23771233,20,USD            ,Actuals,,2021-08-01,Conversion,,,,,1631072                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41500.0,FIT Revenue,RC_Private_Groups_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1631072.0,1631072.0,Direct,North America,40992.0,0.0,0.0,2266666.0,Classic,USA,GNADPLNUJY210801-O1,Land,3935098.0,,1.0,8,,,,Parent,,0.0,2699.0,USD            ,,0.0,2699.0,,,,,,,,,,Land,,,,,,,,,,,2021-08-01,,,,,,,,,,,,,,,
57,Barbados,2,23548078,23771235,2021-08-01,20,300,20,900,41500,1633018                        ,FIT-3975253-2021-08-01         ,2849.0,0.0,2849.0,0.0,USD            ,20-900,20-300-20-900-41500,91362204,USD            ,,3975253,23548078,Y,,,Y,,,,Y,,,,Legacy_23771235,20,USD            ,Actuals,,2021-08-01,Conversion,,,,,1633018                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41500.0,FIT Revenue,RC_Private_Groups_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1633018.0,1633018.0,GEEO,Europe Gate,35643.0,0.0,0.0,736741.0,Classic,US Affinity Groups National,GPEGEOENHELBI210801-O1,Closed Departure,3975253.0,GPEGEOENHELBIE210801-O1,1.0,2,,,,Parent,,0.0,2849.0,USD            ,,0.0,2849.0,,,,,,,,,,Closed Departure,,,,,,,,,,,2021-08-01,,,,,,,,,,,,,,,
58,Barbados,3,23548078,23771235,2021-08-01,20,300,20,900,42500,1633018                        ,3983978-2021-08-01             ,48.0,0.0,48.0,0.0,USD            ,20-900,20-300-20-900-42500,91362205,USD            ,,3983978,23548078,Y,,,Y,,,,Y,,,,Legacy_23771235,20,USD            ,Actuals,,2021-08-01,Conversion,,,,,1633018                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42500.0,Transfer Revenue,RC_Transfer_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1633018.0,,,,,,,,,,,,,,,3,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-01,,,,,,,,,,,,,,,
59,Barbados,4,23548078,23771235,2021-08-01,20,300,20,900,47000,1633018                        ,3988417                        ,172.0,0.0,172.0,0.0,USD            ,20-900,20-300-20-900-47000,91362206,USD            ,,3988417,23548078,Y,,,Y,,,,Y,,,,Legacy_23771235,20,USD            ,Actuals,,2021-08-01,Conversion,,,,,1633018                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000.0,Change/Cancellation Fees,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1633018.0,,,,,,,,,,,,,,,4,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-01,,,,,,,,,,,,,,,
60,Barbados,5,23548078,23771235,2021-08-01,20,300,20,900,41501,1633018                        ,FIT-3975253-2021-08-01         ,0.0,227.92,0.0,227.92,USD            ,20-900,20-300-20-900-41501,91362207,USD            ,,3975253,23548078,Y,,,Y,,,,Y,,,,Legacy_23771235,20,USD            ,Actuals,,2021-08-01,Conversion,,,,,1633018                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41501.0,FIT Discounts/Promotions,RC_Private_Groups_Discounts,900.0,Basecamp,OT_Basecamp,,,,,,,,,1633018.0,1633018.0,GEEO,Europe Gate,35643.0,0.0,0.0,736741.0,Classic,US Affinity Groups National,GPEGEOENHELBI210801-O1,Closed Departure,3975253.0,GPEGEOENHELBIE210801-O1,1.0,5,,,,Parent,,227.92,0.0,USD            ,,227.92,0.0,,,,,,,,,,Closed Departure,,,,,,,,,,,2021-08-01,,,,,,,,,,,,,,,
63,Barbados,2,23548081,23771238,2021-08-01,20,300,20,900,41500,1636483                        ,FIT-3969406-2021-08-01         ,2849.0,0.0,2849.0,0.0,USD            ,20-900,20-300-20-900-41500,91362214,USD            ,,3969406,23548081,Y,,,Y,,,,Y,,,,Legacy_23771238,20,USD            ,Actuals,,2021-08-01,Conversion,,,,,1636483                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41500.0,FIT Revenue,RC_Private_Groups_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1636483.0,1636483.0,GEEO,Europe Gate,35643.0,0.0,1.0,736741.0,Classic,US Affinity Groups National,GPEGEOENHELBI210801-O1,Closed Departure,3969406.0,GPEGEOENHELBIE210801-O1,1.0,2,,,,Parent,,0.0,2849.0,USD            ,,0.0,2849.0,,,,,,,,,,Closed Departure,,,,,,,,,,,2021-08-01,,,,,,,,,,,,,,,
64,Barbados,3,23548081,23771238,2021-08-01,20,300,20,900,41501,1636483                        ,FIT-3969406-2021-08-01         ,0.0,142.45,0.0,142.45,USD            ,20-900,20-300-20-900-41501,91362215,USD            ,,3969406,23548081,Y,,,Y,,,,Y,,,,Legacy_23771238,20,USD            ,Actuals,,2021-08-01,Conversion,,,,,1636483                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41501.0,FIT Discounts/Promotions,RC_Private_Groups_Discounts,900.0,Basecamp,OT_Basecamp,,,,,,,,,1636483.0,1636483.0,GEEO,Europe Gate,35643.0,0.0,1.0,736741.0,Classic,US Affinity Groups National,GPEGEOENHELBI210801-O1,Closed Departure,3969406.0,GPEGEOENHELBIE210801-O1,1.0,3,,,,Parent,,142.45,0.0,USD            ,,142.45,0.0,,,,,,,,,,Closed Departure,,,,,,,,,,,2021-08-01,,,,,,,,,,,,,,,
65,Barbados,4,23548081,23771238,2021-08-01,20,300,20,900,43500,1636483                        ,3982220-2021-08-02             ,172.0,0.0,172.0,0.0,USD            ,20-900,20-300-20-900-43500,91362216,USD            ,,3982220,23548081,Y,,,Y,,,,Y,,,,Legacy_23771238,20,USD            ,Actuals,,2021-08-01,Conversion,,,,,1636483                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43500.0,Product Revenue,RC_Product_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1636483.0,,,,,,,,,,,,,,,4,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-01,,,,,,,,,,,,,,,
66,Barbados,4,23548082,23771239,2021-08-01,20,300,20,900,43500,1636558                        ,3994837-2021-08-05             ,298.0,0.0,298.0,0.0,USD            ,20-900,20-300-20-900-43500,91362220,USD            ,,3994837,23548082,Y,,,Y,,,,Y,,,,Legacy_23771239,20,USD            ,Actuals,,2021-08-01,Conversion,,,,,1636558                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43500.0,Product Revenue,RC_Product_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1636558.0,,,,,,,,,,,,,,,4,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-01,,,,,,,,,,,,,,,
68,Barbados,4,23548084,23771241,2021-08-01,20,300,20,900,42500,1637087                        ,3958873-2021-08-01             ,15.0,0.0,15.0,0.0,USD            ,20-900,20-300-20-900-42500,91362228,USD            ,,3958873,23548084,Y,,,Y,,,,Y,,,,Legacy_23771241,20,USD            ,Actuals,,2021-08-01,Conversion,,,,,1637087                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42500.0,Transfer Revenue,RC_Transfer_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1637087.0,,,,,,,,,,,,,,,4,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-01,,,,,,,,,,,,,,,
69,Barbados,5,23548084,23771241,2021-08-01,20,300,20,900,42500,1637087                        ,3958874-2021-08-07             ,15.0,0.0,15.0,0.0,USD            ,20-900,20-300-20-900-42500,91362229,USD            ,,3958874,23548084,Y,,,Y,,,,Y,,,,Legacy_23771241,20,USD            ,Actuals,,2021-08-01,Conversion,,,,,1637087                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42500.0,Transfer Revenue,RC_Transfer_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1637087.0,,,,,,,,,,,,,,,5,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-01,,,,,,,,,,,,,,,
72,Barbados,5,23548085,23771242,2021-08-01,20,425,20,900,42500,1637858                        ,3963859-2021-08-01             ,55.25,0.0,40.0,0.0,GBP            ,20-900,20-425-20-900-42500,91362235,USD            ,,3963859,23548085,Y,,,Y,,,,Y,,,,Legacy_23771242,20,USD            ,Actuals,,2021-08-01,Conversion,,,,,1637858                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42500.0,Transfer Revenue,RC_Transfer_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1637858.0,,,,,,,,,,,,,,,5,,,,Parent,,,,GBP            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-01,,,,,,,,,,,,,,,
76,Barbados,12,23548085,23771242,2021-08-01,20,425,20,900,43500,1637858                        ,3963883-2021-08-04             ,41.44,0.0,30.0,0.0,GBP            ,20-900,20-425-20-900-43500,91362242,USD            ,,3963883,23548085,Y,,,Y,,,,Y,,,,Legacy_23771242,20,USD            ,Actuals,,2021-08-01,Conversion,,,,,1637858                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43500.0,Product Revenue,RC_Product_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1637858.0,,,,,,,,,,,,,,,12,,,,Parent,,,,GBP            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-01,,,,,,,,,,,,,,,
79,Barbados,3,23548086,23771243,2021-08-01,20,300,20,900,42500,1637915                        ,3962762-2021-08-01             ,15.0,0.0,15.0,0.0,USD            ,20-900,20-300-20-900-42500,91362247,USD            ,,3962762,23548086,Y,,,Y,,,,Y,,,,Legacy_23771243,20,USD            ,Actuals,,2021-08-01,Conversion,,,,,1637915                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42500.0,Transfer Revenue,RC_Transfer_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1637915.0,,,,,,,,,,,,,,,3,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-01,,,,,,,,,,,,,,,
80,Barbados,4,23548086,23771243,2021-08-01,20,300,20,900,42500,1637915                        ,3962763-2021-08-07             ,15.0,0.0,15.0,0.0,USD            ,20-900,20-300-20-900-42500,91362248,USD            ,,3962763,23548086,Y,,,Y,,,,Y,,,,Legacy_23771243,20,USD            ,Actuals,,2021-08-01,Conversion,,,,,1637915                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42500.0,Transfer Revenue,RC_Transfer_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1637915.0,,,,,,,,,,,,,,,4,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-01,,,,,,,,,,,,,,,
83,Barbados,2,23548087,23771244,2021-08-01,20,300,20,900,41500,1639145                        ,FIT-3987446-2021-08-01         ,2849.0,0.0,2849.0,0.0,USD            ,20-900,20-300-20-900-41500,91362251,USD            ,,3987446,23548087,Y,,,Y,,,,Y,,,,Legacy_23771244,20,USD            ,Actuals,,2021-08-01,Conversion,,,,,1639145                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41500.0,FIT Revenue,RC_Private_Groups_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1639145.0,1639145.0,GEEO,Europe Gate,35643.0,0.0,1.0,736741.0,Classic,US Affinity Groups National,GPEGEOENHELBI210801-O1,Closed Departure,3987446.0,GPEGEOENHELBIE210801-O1,1.0,2,,,,Parent,,0.0,2849.0,USD            ,,0.0,2849.0,,,,,,,,,,Closed Departure,,,,,,,,,,,2021-08-01,,,,,,,,,,,,,,,
84,Barbados,3,23548087,23771244,2021-08-01,20,300,20,900,42500,1639145                        ,4024989-2021-08-01             ,48.0,0.0,48.0,0.0,USD            ,20-900,20-300-20-900-42500,91362252,USD            ,,4024989,23548087,Y,,,Y,,,,Y,,,,Legacy_23771244,20,USD            ,Actuals,,2021-08-01,Conversion,,,,,1639145                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42500.0,Transfer Revenue,RC_Transfer_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1639145.0,,,,,,,,,,,,,,,3,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-01,,,,,,,,,,,,,,,
85,Barbados,4,23548087,23771244,2021-08-01,20,300,20,900,41501,1639145                        ,FIT-3987446-2021-08-01         ,0.0,142.45,0.0,142.45,USD            ,20-900,20-300-20-900-41501,91362253,USD            ,,3987446,23548087,Y,,,Y,,,,Y,,,,Legacy_23771244,20,USD            ,Actuals,,2021-08-01,Conversion,,,,,1639145                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41501.0,FIT Discounts/Promotions,RC_Private_Groups_Discounts,900.0,Basecamp,OT_Basecamp,,,,,,,,,1639145.0,1639145.0,GEEO,Europe Gate,35643.0,0.0,1.0,736741.0,Classic,US Affinity Groups National,GPEGEOENHELBI210801-O1,Closed Departure,3987446.0,GPEGEOENHELBIE210801-O1,1.0,4,,,,Parent,,142.45,0.0,USD            ,,142.45,0.0,,,,,,,,,,Closed Departure,,,,,,,,,,,2021-08-01,,,,,,,,,,,,,,,
86,Barbados,5,23548087,23771244,2021-08-01,20,300,20,900,43500,1639145                        ,3992102-2021-08-02             ,172.0,0.0,172.0,0.0,USD            ,20-900,20-300-20-900-43500,91362254,USD            ,,3992102,23548087,Y,,,Y,,,,Y,,,,Legacy_23771244,20,USD            ,Actuals,,2021-08-01,Conversion,,,,,1639145                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43500.0,Product Revenue,RC_Product_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1639145.0,,,,,,,,,,,,,,,5,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-01,,,,,,,,,,,,,,,
90,Barbados,4,23548089,23771246,2021-08-01,20,300,20,900,42000,1639875                        ,3973553-2021-08-07             ,310.0,0.0,310.0,0.0,USD            ,20-900,20-300-20-900-42000,91362264,USD            ,,3973553,23548089,Y,,,Y,,,,Y,,,,Legacy_23771246,20,USD            ,Actuals,,2021-08-01,Conversion,,,,,1639875                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42000.0,Accommodation Revenue,RC_Accommodation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1639875.0,,,,,,,,,,,,,,,4,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-01,,,,,,,,,,,,,,,
91,Barbados,4,23548091,23771248,2021-08-01,20,300,20,900,43500,1640195                        ,4007937-2021-08-04             ,244.0,0.0,244.0,0.0,USD            ,20-900,20-300-20-900-43500,91362271,USD            ,,4007937,23548091,Y,,,Y,,,,Y,,,,Legacy_23771248,20,USD            ,Actuals,,2021-08-01,Conversion,,,,,1640195                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43500.0,Product Revenue,RC_Product_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1640195.0,,,,,,,,,,,,,,,4,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-01,,,,,,,,,,,,,,,
95,Barbados,2,23548092,23771249,2021-08-01,20,300,20,900,41500,1640307                        ,FIT-3975459-2021-08-01         ,2849.0,0.0,2849.0,0.0,USD            ,20-900,20-300-20-900-41500,91362275,USD            ,,3975459,23548092,Y,,,Y,,,,Y,,,,Legacy_23771249,20,USD            ,Actuals,,2021-08-01,Conversion,,,,,1640307                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41500.0,FIT Revenue,RC_Private_Groups_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1640307.0,1640307.0,GEEO,Europe Gate,35643.0,0.0,1.0,736741.0,Classic,US Affinity Groups National,GPEGEOENHELBI210801-O1,Closed Departure,3975459.0,GPEGEOENHELBIE210801-O1,1.0,2,,,,Parent,,0.0,2849.0,USD            ,,0.0,2849.0,,,,,,,,,,Closed Departure,,,,,,,,,,,2021-08-01,,,,,,,,,,,,,,,
96,Barbados,3,23548092,23771249,2021-08-01,20,300,20,900,41500,1640307                        ,FIT-3981470-                   ,2849.0,0.0,2849.0,0.0,USD            ,20-900,20-300-20-900-41500,91362276,USD            ,,3981470,23548092,Y,,,Y,,,,Y,,,,Legacy_23771249,20,USD            ,Actuals,,2021-08-01,Conversion,,,,,1640307                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41500.0,FIT Revenue,RC_Private_Groups_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1640307.0,,,,,,,,,,,,,,,3,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-01,,,,,,,,,,,,,,,
97,Barbados,4,23548092,23771249,2021-08-01,20,300,20,900,42500,1640307                        ,3983976-2021-08-01             ,48.0,0.0,48.0,0.0,USD            ,20-900,20-300-20-900-42500,91362277,USD            ,,3983976,23548092,Y,,,Y,,,,Y,,,,Legacy_23771249,20,USD            ,Actuals,,2021-08-01,Conversion,,,,,1640307                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42500.0,Transfer Revenue,RC_Transfer_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1640307.0,,,,,,,,,,,,,,,4,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-01,,,,,,,,,,,,,,,
98,Barbados,5,23548092,23771249,2021-08-01,20,300,20,900,47000,1640307                        ,3988416                        ,172.0,0.0,172.0,0.0,USD            ,20-900,20-300-20-900-47000,91362278,USD            ,,3988416,23548092,Y,,,Y,,,,Y,,,,Legacy_23771249,20,USD            ,Actuals,,2021-08-01,Conversion,,,,,1640307                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000.0,Change/Cancellation Fees,RC_Cancellation_Revenue,900.0,Basecamp,OT_Basecamp,,,,,,,,,1640307.0,,,,,,,,,,,,,,,5,,,,Parent,,,,USD            ,,,,,,,,,,,,,,,,,,,,,,,,2021-08-01,,,,,,,,,,,,,,,
