,Company,line_key,header_key,JRNENTRY,trxdate,ACTNUMBR_1,ACTNUMBR_2,ACTNUMBR_3,ACTNUMBR_4,ACTNUMBR_5,REFRENCE,DSCRIPTN,CRDTAMNT,DEBITAMT,ORCRDAMT,ORDBTAMT,CURNCYID,CC_CODE_LEGACY,FULLGL,gp_rec_id,FUNLCURR,gp_trip_code,gp_service_id,Header Key*,Add Only,Create Journal with Errors,Accounting Journal,Auto Complete,Comment,Worker,Accounting Journal ID,Submit,Disable Optional Worktag Balancing,Locked in Workday,Round Ledger Amounts,Journal Number,Company*,Currency*,Ledger Type*,Book Code,Accounting Date*,Journal Source*,Balancing Worktag,Optional Balancing Worktags+,External Supplier Invoice Source,Record Quantity,Journal Entry Memo,External Reference ID,Document Link,Adjustment Journal,Include Tax Lines,Create Reversal,Reversal Date,Control Total Amount,Currency Rate Type,Display Account Set,Row ID*,Content Type,Filename,Encoding,Compressed,File Content,Companies Without Access+,Skip,Discard On Exit Validation Error,File Name*,Event Attachment Description,Event Attachment Category,File,Legacy Ledger Account,Workday Ledger Account SC,Legacy ID_x,Legacy ID CC_CODE_LEGACY,Legacy Description_x,CC_Code,Legacy ID_y,Legacy Description_y,RevenueCategory,Legacy ID ACTNUMBR_4,Legacy Description - Legacy Name: Reporting Office_x,operational_territory_oh,Legacy Description - Legacy Name: Reporting Office_y,operational_territory_rev_cog,Legacy ID FULLGL,Legacy Description,Posting Type,Account Category Number,Gross margin category,Workday ID Ledger Account,bookingno,id_x,trip_code,parent_trip_code,reporting_office_name,revenue_fraction,travel_style,revenue_stream,id_y,billing_group_name,agent,associated_agent,online,agent_code,sub_territory,service_id
11112,Canada,8,1887455,1963647,2021-08-06,10,0,10,900,12001,B-01648415                     ,GAPDPLSPENG220519-O1           ,2199.0,0.0,2199.0,0.0,CAD            ,10-900,10-000-10-900-12001,6974242,CAD            ,GAPDPLSPENG220519-O1,0,1887455,Y,,,Y,,,,Y,,,,Legacy_1963647,10,CAD            ,Actuals,,2021-08-06,Conversion,,,,,B-01648415                     ,,,,,,,,,,,,,,,,,,,,,,,,,,10-900,Administration-Basecamp,CC_10900,,,,900.0,Basecamp,OT_Basecamp,,,10-000-10-900-12001,Contra A/R,Balance Sheet,Accounts Receivable,,12001.0,1648415.0,,,,,,,,1648415.0,The Travel Agent Next Door,49075.0,0.0,0.0,5821752.0,Canada Ottawa and Northern Ontario,4313925.0
11113,Canada,8,1887455,1963647,2021-08-06,10,0,10,900,12001,B-01648415                     ,GAPDPLSPENG220519-O1           ,2199.0,0.0,2199.0,0.0,CAD            ,10-900,10-000-10-900-12001,6974242,CAD            ,GAPDPLSPENG220519-O1,0,1887455,Y,,,Y,,,,Y,,,,Legacy_1963647,10,CAD            ,Actuals,,2021-08-06,Conversion,,,,,B-01648415                     ,,,,,,,,,,,,,,,,,,,,,,,,,,10-900,Administration-Basecamp,CC_10900,,,,900.0,Basecamp,OT_Basecamp,,,10-000-10-900-12001,Contra A/R,Balance Sheet,Accounts Receivable,,12001.0,1648415.0,,,,,,,,1648415.0,The Travel Agent Next Door,49075.0,0.0,0.0,5821752.0,Canada Ottawa and Northern Ontario,4313926.0
11114,Canada,8,1887455,1963647,2021-08-06,10,0,10,900,12001,B-01648415                     ,GAPDPLSPENG220519-O1           ,2199.0,0.0,2199.0,0.0,CAD            ,10-900,10-000-10-900-12001,6974242,CAD            ,GAPDPLSPENG220519-O1,0,1887455,Y,,,Y,,,,Y,,,,Legacy_1963647,10,CAD            ,Actuals,,2021-08-06,Conversion,,,,,B-01648415                     ,,,,,,,,,,,,,,,,,,,,,,,,,,10-900,Administration-Basecamp,CC_10900,,,,900.0,Basecamp,OT_Basecamp,,,10-000-10-900-12001,Contra A/R,Balance Sheet,Accounts Receivable,,12001.0,1648415.0,,,,,,,,1648415.0,The Travel Agent Next Door,49075.0,0.0,0.0,5821752.0,Canada Ottawa and Northern Ontario,4313927.0
11115,Canada,8,1887455,1963647,2021-08-06,10,0,10,900,12001,B-01648415                     ,GAPDPLSPENG220519-O1           ,2199.0,0.0,2199.0,0.0,CAD            ,10-900,10-000-10-900-12001,6974242,CAD            ,GAPDPLSPENG220519-O1,0,1887455,Y,,,Y,,,,Y,,,,Legacy_1963647,10,CAD            ,Actuals,,2021-08-06,Conversion,,,,,B-01648415                     ,,,,,,,,,,,,,,,,,,,,,,,,,,10-900,Administration-Basecamp,CC_10900,,,,900.0,Basecamp,OT_Basecamp,,,10-000-10-900-12001,Contra A/R,Balance Sheet,Accounts Receivable,,12001.0,1648415.0,,,,,,,,1648415.0,The Travel Agent Next Door,49075.0,0.0,0.0,5821752.0,Canada Ottawa and Northern Ontario,4313928.0
11116,Canada,8,1887455,1963647,2021-08-06,10,0,10,900,12001,B-01648415                     ,GAPDPLSPENG220519-O1           ,2199.0,0.0,2199.0,0.0,CAD            ,10-900,10-000-10-900-12001,6974242,CAD            ,GAPDPLSPENG220519-O1,0,1887455,Y,,,Y,,,,Y,,,,Legacy_1963647,10,CAD            ,Actuals,,2021-08-06,Conversion,,,,,B-01648415                     ,,,,,,,,,,,,,,,,,,,,,,,,,,10-900,Administration-Basecamp,CC_10900,,,,900.0,Basecamp,OT_Basecamp,,,10-000-10-900-12001,Contra A/R,Balance Sheet,Accounts Receivable,,12001.0,1648415.0,,,,,,,,1648415.0,The Travel Agent Next Door,49075.0,0.0,0.0,5821752.0,Canada Ottawa and Northern Ontario,4313929.0
11117,Canada,8,1887455,1963647,2021-08-06,10,0,10,900,12001,B-01648415                     ,GAPDPLSPENG220519-O1           ,2199.0,0.0,2199.0,0.0,CAD            ,10-900,10-000-10-900-12001,6974242,CAD            ,GAPDPLSPENG220519-O1,0,1887455,Y,,,Y,,,,Y,,,,Legacy_1963647,10,CAD            ,Actuals,,2021-08-06,Conversion,,,,,B-01648415                     ,,,,,,,,,,,,,,,,,,,,,,,,,,10-900,Administration-Basecamp,CC_10900,,,,900.0,Basecamp,OT_Basecamp,,,10-000-10-900-12001,Contra A/R,Balance Sheet,Accounts Receivable,,12001.0,1648415.0,,,,,,,,1648415.0,The Travel Agent Next Door,49075.0,0.0,0.0,5821752.0,Canada Ottawa and Northern Ontario,4313930.0
11118,Canada,8,1887455,1963647,2021-08-06,10,0,10,900,12001,B-01648415                     ,GAPDPLSPENG220519-O1           ,2199.0,0.0,2199.0,0.0,CAD            ,10-900,10-000-10-900-12001,6974242,CAD            ,GAPDPLSPENG220519-O1,0,1887455,Y,,,Y,,,,Y,,,,Legacy_1963647,10,CAD            ,Actuals,,2021-08-06,Conversion,,,,,B-01648415                     ,,,,,,,,,,,,,,,,,,,,,,,,,,10-900,Administration-Basecamp,CC_10900,,,,900.0,Basecamp,OT_Basecamp,,,10-000-10-900-12001,Contra A/R,Balance Sheet,Accounts Receivable,,12001.0,1648415.0,,,,,,,,1648415.0,The Travel Agent Next Door,49075.0,0.0,0.0,5821752.0,Canada Ottawa and Northern Ontario,4313931.0
11119,Canada,8,1887455,1963647,2021-08-06,10,0,10,900,12001,B-01648415                     ,GAPDPLSPENG220519-O1           ,2199.0,0.0,2199.0,0.0,CAD            ,10-900,10-000-10-900-12001,6974242,CAD            ,GAPDPLSPENG220519-O1,0,1887455,Y,,,Y,,,,Y,,,,Legacy_1963647,10,CAD            ,Actuals,,2021-08-06,Conversion,,,,,B-01648415                     ,,,,,,,,,,,,,,,,,,,,,,,,,,10-900,Administration-Basecamp,CC_10900,,,,900.0,Basecamp,OT_Basecamp,,,10-000-10-900-12001,Contra A/R,Balance Sheet,Accounts Receivable,,12001.0,1648415.0,,,,,,,,1648415.0,The Travel Agent Next Door,49075.0,0.0,0.0,5821752.0,Canada Ottawa and Northern Ontario,4313932.0
11120,Canada,8,1887455,1963647,2021-08-06,10,0,10,900,12001,B-01648415                     ,GAPDPLSPENG220519-O1           ,2199.0,0.0,2199.0,0.0,CAD            ,10-900,10-000-10-900-12001,6974242,CAD            ,GAPDPLSPENG220519-O1,0,1887455,Y,,,Y,,,,Y,,,,Legacy_1963647,10,CAD            ,Actuals,,2021-08-06,Conversion,,,,,B-01648415                     ,,,,,,,,,,,,,,,,,,,,,,,,,,10-900,Administration-Basecamp,CC_10900,,,,900.0,Basecamp,OT_Basecamp,,,10-000-10-900-12001,Contra A/R,Balance Sheet,Accounts Receivable,,12001.0,1648415.0,,,,,,,,1648415.0,The Travel Agent Next Door,49075.0,0.0,0.0,5821752.0,Canada Ottawa and Northern Ontario,4313933.0
11121,Canada,8,1887455,1963647,2021-08-06,10,0,10,900,12001,B-01648415                     ,GAPDPLSPENG220519-O1           ,2199.0,0.0,2199.0,0.0,CAD            ,10-900,10-000-10-900-12001,6974242,CAD            ,GAPDPLSPENG220519-O1,0,1887455,Y,,,Y,,,,Y,,,,Legacy_1963647,10,CAD            ,Actuals,,2021-08-06,Conversion,,,,,B-01648415                     ,,,,,,,,,,,,,,,,,,,,,,,,,,10-900,Administration-Basecamp,CC_10900,,,,900.0,Basecamp,OT_Basecamp,,,10-000-10-900-12001,Contra A/R,Balance Sheet,Accounts Receivable,,12001.0,1648415.0,,,,,,,,1648415.0,The Travel Agent Next Door,49075.0,0.0,0.0,5821752.0,Canada Ottawa and Northern Ontario,4313935.0
11122,Canada,8,1887455,1963647,2021-08-06,10,0,10,900,12001,B-01648415                     ,GAPDPLSPENG220519-O1           ,2199.0,0.0,2199.0,0.0,CAD            ,10-900,10-000-10-900-12001,6974242,CAD            ,GAPDPLSPENG220519-O1,0,1887455,Y,,,Y,,,,Y,,,,Legacy_1963647,10,CAD            ,Actuals,,2021-08-06,Conversion,,,,,B-01648415                     ,,,,,,,,,,,,,,,,,,,,,,,,,,10-900,Administration-Basecamp,CC_10900,,,,900.0,Basecamp,OT_Basecamp,,,10-000-10-900-12001,Contra A/R,Balance Sheet,Accounts Receivable,,12001.0,1648415.0,,,,,,,,1648415.0,The Travel Agent Next Door,49075.0,0.0,0.0,5821752.0,Canada Ottawa and Northern Ontario,4313936.0
11123,Canada,8,1887455,1963647,2021-08-06,10,0,10,900,12001,B-01648415                     ,GAPDPLSPENG220519-O1           ,2199.0,0.0,2199.0,0.0,CAD            ,10-900,10-000-10-900-12001,6974242,CAD            ,GAPDPLSPENG220519-O1,0,1887455,Y,,,Y,,,,Y,,,,Legacy_1963647,10,CAD            ,Actuals,,2021-08-06,Conversion,,,,,B-01648415                     ,,,,,,,,,,,,,,,,,,,,,,,,,,10-900,Administration-Basecamp,CC_10900,,,,900.0,Basecamp,OT_Basecamp,,,10-000-10-900-12001,Contra A/R,Balance Sheet,Accounts Receivable,,12001.0,1648415.0,,,,,,,,1648415.0,The Travel Agent Next Door,49075.0,0.0,0.0,5821752.0,Canada Ottawa and Northern Ontario,4313937.0
11124,Canada,8,1887455,1963647,2021-08-06,10,0,10,900,12001,B-01648415                     ,GAPDPLSPENG220519-O1           ,2199.0,0.0,2199.0,0.0,CAD            ,10-900,10-000-10-900-12001,6974242,CAD            ,GAPDPLSPENG220519-O1,0,1887455,Y,,,Y,,,,Y,,,,Legacy_1963647,10,CAD            ,Actuals,,2021-08-06,Conversion,,,,,B-01648415                     ,,,,,,,,,,,,,,,,,,,,,,,,,,10-900,Administration-Basecamp,CC_10900,,,,900.0,Basecamp,OT_Basecamp,,,10-000-10-900-12001,Contra A/R,Balance Sheet,Accounts Receivable,,12001.0,1648415.0,,,,,,,,1648415.0,The Travel Agent Next Door,49075.0,0.0,0.0,5821752.0,Canada Ottawa and Northern Ontario,4313938.0
11125,Canada,8,1887455,1963647,2021-08-06,10,0,10,900,12001,B-01648415                     ,GAPDPLSPENG220519-O1           ,2199.0,0.0,2199.0,0.0,CAD            ,10-900,10-000-10-900-12001,6974242,CAD            ,GAPDPLSPENG220519-O1,0,1887455,Y,,,Y,,,,Y,,,,Legacy_1963647,10,CAD            ,Actuals,,2021-08-06,Conversion,,,,,B-01648415                     ,,,,,,,,,,,,,,,,,,,,,,,,,,10-900,Administration-Basecamp,CC_10900,,,,900.0,Basecamp,OT_Basecamp,,,10-000-10-900-12001,Contra A/R,Balance Sheet,Accounts Receivable,,12001.0,1648415.0,,,,,,,,1648415.0,The Travel Agent Next Door,49075.0,0.0,0.0,5821752.0,Canada Ottawa and Northern Ontario,4313939.0
11126,Canada,8,1887455,1963647,2021-08-06,10,0,10,900,12001,B-01648415                     ,GAPDPLSPENG220519-O1           ,2199.0,0.0,2199.0,0.0,CAD            ,10-900,10-000-10-900-12001,6974242,CAD            ,GAPDPLSPENG220519-O1,0,1887455,Y,,,Y,,,,Y,,,,Legacy_1963647,10,CAD            ,Actuals,,2021-08-06,Conversion,,,,,B-01648415                     ,,,,,,,,,,,,,,,,,,,,,,,,,,10-900,Administration-Basecamp,CC_10900,,,,900.0,Basecamp,OT_Basecamp,,,10-000-10-900-12001,Contra A/R,Balance Sheet,Accounts Receivable,,12001.0,1648415.0,,,,,,,,1648415.0,The Travel Agent Next Door,49075.0,0.0,0.0,5821752.0,Canada Ottawa and Northern Ontario,4066010.0
11127,Canada,8,1887455,1963647,2021-08-06,10,0,10,900,12001,B-01648415                     ,GAPDPLSPENG220519-O1           ,2199.0,0.0,2199.0,0.0,CAD            ,10-900,10-000-10-900-12001,6974242,CAD            ,GAPDPLSPENG220519-O1,0,1887455,Y,,,Y,,,,Y,,,,Legacy_1963647,10,CAD            ,Actuals,,2021-08-06,Conversion,,,,,B-01648415                     ,,,,,,,,,,,,,,,,,,,,,,,,,,10-900,Administration-Basecamp,CC_10900,,,,900.0,Basecamp,OT_Basecamp,,,10-000-10-900-12001,Contra A/R,Balance Sheet,Accounts Receivable,,12001.0,1648415.0,,,,,,,,1648415.0,The Travel Agent Next Door,49075.0,0.0,0.0,5821752.0,Canada Ottawa and Northern Ontario,4070299.0
11128,Canada,8,1887455,1963647,2021-08-06,10,0,10,900,12001,B-01648415                     ,GAPDPLSPENG220519-O1           ,2199.0,0.0,2199.0,0.0,CAD            ,10-900,10-000-10-900-12001,6974242,CAD            ,GAPDPLSPENG220519-O1,0,1887455,Y,,,Y,,,,Y,,,,Legacy_1963647,10,CAD            ,Actuals,,2021-08-06,Conversion,,,,,B-01648415                     ,,,,,,,,,,,,,,,,,,,,,,,,,,10-900,Administration-Basecamp,CC_10900,,,,900.0,Basecamp,OT_Basecamp,,,10-000-10-900-12001,Contra A/R,Balance Sheet,Accounts Receivable,,12001.0,1648415.0,,,,,,,,1648415.0,The Travel Agent Next Door,49075.0,0.0,0.0,5821752.0,Canada Ottawa and Northern Ontario,4070300.0
11129,Canada,8,1887455,1963647,2021-08-06,10,0,10,900,12001,B-01648415                     ,GAPDPLSPENG220519-O1           ,2199.0,0.0,2199.0,0.0,CAD            ,10-900,10-000-10-900-12001,6974242,CAD            ,GAPDPLSPENG220519-O1,0,1887455,Y,,,Y,,,,Y,,,,Legacy_1963647,10,CAD            ,Actuals,,2021-08-06,Conversion,,,,,B-01648415                     ,,,,,,,,,,,,,,,,,,,,,,,,,,10-900,Administration-Basecamp,CC_10900,,,,900.0,Basecamp,OT_Basecamp,,,10-000-10-900-12001,Contra A/R,Balance Sheet,Accounts Receivable,,12001.0,1648415.0,,,,,,,,1648415.0,The Travel Agent Next Door,49075.0,0.0,0.0,5821752.0,Canada Ottawa and Northern Ontario,4070301.0
11130,Canada,8,1887455,1963647,2021-08-06,10,0,10,900,12001,B-01648415                     ,GAPDPLSPENG220519-O1           ,2199.0,0.0,2199.0,0.0,CAD            ,10-900,10-000-10-900-12001,6974242,CAD            ,GAPDPLSPENG220519-O1,0,1887455,Y,,,Y,,,,Y,,,,Legacy_1963647,10,CAD            ,Actuals,,2021-08-06,Conversion,,,,,B-01648415                     ,,,,,,,,,,,,,,,,,,,,,,,,,,10-900,Administration-Basecamp,CC_10900,,,,900.0,Basecamp,OT_Basecamp,,,10-000-10-900-12001,Contra A/R,Balance Sheet,Accounts Receivable,,12001.0,1648415.0,,,,,,,,1648415.0,The Travel Agent Next Door,49075.0,0.0,0.0,5821752.0,Canada Ottawa and Northern Ontario,4070302.0
11131,Canada,8,1887455,1963647,2021-08-06,10,0,10,900,12001,B-01648415                     ,GAPDPLSPENG220519-O1           ,2199.0,0.0,2199.0,0.0,CAD            ,10-900,10-000-10-900-12001,6974242,CAD            ,GAPDPLSPENG220519-O1,0,1887455,Y,,,Y,,,,Y,,,,Legacy_1963647,10,CAD            ,Actuals,,2021-08-06,Conversion,,,,,B-01648415                     ,,,,,,,,,,,,,,,,,,,,,,,,,,10-900,Administration-Basecamp,CC_10900,,,,900.0,Basecamp,OT_Basecamp,,,10-000-10-900-12001,Contra A/R,Balance Sheet,Accounts Receivable,,12001.0,1648415.0,,,,,,,,1648415.0,The Travel Agent Next Door,49075.0,0.0,0.0,5821752.0,Canada Ottawa and Northern Ontario,4070303.0
11132,Canada,8,1887455,1963647,2021-08-06,10,0,10,900,12001,B-01648415                     ,GAPDPLSPENG220519-O1           ,2199.0,0.0,2199.0,0.0,CAD            ,10-900,10-000-10-900-12001,6974242,CAD            ,GAPDPLSPENG220519-O1,0,1887455,Y,,,Y,,,,Y,,,,Legacy_1963647,10,CAD            ,Actuals,,2021-08-06,Conversion,,,,,B-01648415                     ,,,,,,,,,,,,,,,,,,,,,,,,,,10-900,Administration-Basecamp,CC_10900,,,,900.0,Basecamp,OT_Basecamp,,,10-000-10-900-12001,Contra A/R,Balance Sheet,Accounts Receivable,,12001.0,1648415.0,,,,,,,,1648415.0,The Travel Agent Next Door,49075.0,0.0,0.0,5821752.0,Canada Ottawa and Northern Ontario,4070304.0
11133,Canada,8,1887455,1963647,2021-08-06,10,0,10,900,12001,B-01648415                     ,GAPDPLSPENG220519-O1           ,2199.0,0.0,2199.0,0.0,CAD            ,10-900,10-000-10-900-12001,6974242,CAD            ,GAPDPLSPENG220519-O1,0,1887455,Y,,,Y,,,,Y,,,,Legacy_1963647,10,CAD            ,Actuals,,2021-08-06,Conversion,,,,,B-01648415                     ,,,,,,,,,,,,,,,,,,,,,,,,,,10-900,Administration-Basecamp,CC_10900,,,,900.0,Basecamp,OT_Basecamp,,,10-000-10-900-12001,Contra A/R,Balance Sheet,Accounts Receivable,,12001.0,1648415.0,,,,,,,,1648415.0,The Travel Agent Next Door,49075.0,0.0,0.0,5821752.0,Canada Ottawa and Northern Ontario,4314051.0
11134,Canada,8,1887455,1963647,2021-08-06,10,0,10,900,12001,B-01648415                     ,GAPDPLSPENG220519-O1           ,2199.0,0.0,2199.0,0.0,CAD            ,10-900,10-000-10-900-12001,6974242,CAD            ,GAPDPLSPENG220519-O1,0,1887455,Y,,,Y,,,,Y,,,,Legacy_1963647,10,CAD            ,Actuals,,2021-08-06,Conversion,,,,,B-01648415                     ,,,,,,,,,,,,,,,,,,,,,,,,,,10-900,Administration-Basecamp,CC_10900,,,,900.0,Basecamp,OT_Basecamp,,,10-000-10-900-12001,Contra A/R,Balance Sheet,Accounts Receivable,,12001.0,1648415.0,,,,,,,,1648415.0,The Travel Agent Next Door,49075.0,0.0,0.0,5821752.0,Canada Ottawa and Northern Ontario,4314053.0
11135,Canada,8,1887455,1963647,2021-08-06,10,0,10,900,12001,B-01648415                     ,GAPDPLSPENG220519-O1           ,2199.0,0.0,2199.0,0.0,CAD            ,10-900,10-000-10-900-12001,6974242,CAD            ,GAPDPLSPENG220519-O1,0,1887455,Y,,,Y,,,,Y,,,,Legacy_1963647,10,CAD            ,Actuals,,2021-08-06,Conversion,,,,,B-01648415                     ,,,,,,,,,,,,,,,,,,,,,,,,,,10-900,Administration-Basecamp,CC_10900,,,,900.0,Basecamp,OT_Basecamp,,,10-000-10-900-12001,Contra A/R,Balance Sheet,Accounts Receivable,,12001.0,1648415.0,,,,,,,,1648415.0,The Travel Agent Next Door,49075.0,0.0,0.0,5821752.0,Canada Ottawa and Northern Ontario,4314054.0
11136,Canada,8,1887455,1963647,2021-08-06,10,0,10,900,12001,B-01648415                     ,GAPDPLSPENG220519-O1           ,2199.0,0.0,2199.0,0.0,CAD            ,10-900,10-000-10-900-12001,6974242,CAD            ,GAPDPLSPENG220519-O1,0,1887455,Y,,,Y,,,,Y,,,,Legacy_1963647,10,CAD            ,Actuals,,2021-08-06,Conversion,,,,,B-01648415                     ,,,,,,,,,,,,,,,,,,,,,,,,,,10-900,Administration-Basecamp,CC_10900,,,,900.0,Basecamp,OT_Basecamp,,,10-000-10-900-12001,Contra A/R,Balance Sheet,Accounts Receivable,,12001.0,1648415.0,,,,,,,,1648415.0,The Travel Agent Next Door,49075.0,0.0,0.0,5821752.0,Canada Ottawa and Northern Ontario,4314055.0
11137,Canada,8,1887455,1963647,2021-08-06,10,0,10,900,12001,B-01648415                     ,GAPDPLSPENG220519-O1           ,2199.0,0.0,2199.0,0.0,CAD            ,10-900,10-000-10-900-12001,6974242,CAD            ,GAPDPLSPENG220519-O1,0,1887455,Y,,,Y,,,,Y,,,,Legacy_1963647,10,CAD            ,Actuals,,2021-08-06,Conversion,,,,,B-01648415                     ,,,,,,,,,,,,,,,,,,,,,,,,,,10-900,Administration-Basecamp,CC_10900,,,,900.0,Basecamp,OT_Basecamp,,,10-000-10-900-12001,Contra A/R,Balance Sheet,Accounts Receivable,,12001.0,1648415.0,,,,,,,,1648415.0,The Travel Agent Next Door,49075.0,0.0,0.0,5821752.0,Canada Ottawa and Northern Ontario,4314056.0
11138,Canada,8,1887455,1963647,2021-08-06,10,0,10,900,12001,B-01648415                     ,GAPDPLSPENG220519-O1           ,2199.0,0.0,2199.0,0.0,CAD            ,10-900,10-000-10-900-12001,6974242,CAD            ,GAPDPLSPENG220519-O1,0,1887455,Y,,,Y,,,,Y,,,,Legacy_1963647,10,CAD            ,Actuals,,2021-08-06,Conversion,,,,,B-01648415                     ,,,,,,,,,,,,,,,,,,,,,,,,,,10-900,Administration-Basecamp,CC_10900,,,,900.0,Basecamp,OT_Basecamp,,,10-000-10-900-12001,Contra A/R,Balance Sheet,Accounts Receivable,,12001.0,1648415.0,,,,,,,,1648415.0,The Travel Agent Next Door,49075.0,0.0,0.0,5821752.0,Canada Ottawa and Northern Ontario,4314057.0
11139,Canada,8,1887455,1963647,2021-08-06,10,0,10,900,12001,B-01648415                     ,GAPDPLSPENG220519-O1           ,2199.0,0.0,2199.0,0.0,CAD            ,10-900,10-000-10-900-12001,6974242,CAD            ,GAPDPLSPENG220519-O1,0,1887455,Y,,,Y,,,,Y,,,,Legacy_1963647,10,CAD            ,Actuals,,2021-08-06,Conversion,,,,,B-01648415                     ,,,,,,,,,,,,,,,,,,,,,,,,,,10-900,Administration-Basecamp,CC_10900,,,,900.0,Basecamp,OT_Basecamp,,,10-000-10-900-12001,Contra A/R,Balance Sheet,Accounts Receivable,,12001.0,1648415.0,,,,,,,,1648415.0,The Travel Agent Next Door,49075.0,0.0,0.0,5821752.0,Canada Ottawa and Northern Ontario,4314058.0
11140,Canada,8,1887455,1963647,2021-08-06,10,0,10,900,12001,B-01648415                     ,GAPDPLSPENG220519-O1           ,2199.0,0.0,2199.0,0.0,CAD            ,10-900,10-000-10-900-12001,6974242,CAD            ,GAPDPLSPENG220519-O1,0,1887455,Y,,,Y,,,,Y,,,,Legacy_1963647,10,CAD            ,Actuals,,2021-08-06,Conversion,,,,,B-01648415                     ,,,,,,,,,,,,,,,,,,,,,,,,,,10-900,Administration-Basecamp,CC_10900,,,,900.0,Basecamp,OT_Basecamp,,,10-000-10-900-12001,Contra A/R,Balance Sheet,Accounts Receivable,,12001.0,1648415.0,,,,,,,,1648415.0,The Travel Agent Next Door,49075.0,0.0,0.0,5821752.0,Canada Ottawa and Northern Ontario,4394207.0
11141,Canada,8,1887455,1963647,2021-08-06,10,0,10,900,12001,B-01648415                     ,GAPDPLSPENG220519-O1           ,2199.0,0.0,2199.0,0.0,CAD            ,10-900,10-000-10-900-12001,6974242,CAD            ,GAPDPLSPENG220519-O1,0,1887455,Y,,,Y,,,,Y,,,,Legacy_1963647,10,CAD            ,Actuals,,2021-08-06,Conversion,,,,,B-01648415                     ,,,,,,,,,,,,,,,,,,,,,,,,,,10-900,Administration-Basecamp,CC_10900,,,,900.0,Basecamp,OT_Basecamp,,,10-000-10-900-12001,Contra A/R,Balance Sheet,Accounts Receivable,,12001.0,1648415.0,,,,,,,,1648415.0,The Travel Agent Next Door,49075.0,0.0,0.0,5821752.0,Canada Ottawa and Northern Ontario,4012369.0
11142,Canada,8,1887455,1963647,2021-08-06,10,0,10,900,12001,B-01648415                     ,GAPDPLSPENG220519-O1           ,2199.0,0.0,2199.0,0.0,CAD            ,10-900,10-000-10-900-12001,6974242,CAD            ,GAPDPLSPENG220519-O1,0,1887455,Y,,,Y,,,,Y,,,,Legacy_1963647,10,CAD            ,Actuals,,2021-08-06,Conversion,,,,,B-01648415                     ,,,,,,,,,,,,,,,,,,,,,,,,,,10-900,Administration-Basecamp,CC_10900,,,,900.0,Basecamp,OT_Basecamp,,,10-000-10-900-12001,Contra A/R,Balance Sheet,Accounts Receivable,,12001.0,1648415.0,,,,,,,,1648415.0,The Travel Agent Next Door,49075.0,0.0,0.0,5821752.0,Canada Ottawa and Northern Ontario,4012370.0
11143,Canada,8,1887455,1963647,2021-08-06,10,0,10,900,12001,B-01648415                     ,GAPDPLSPENG220519-O1           ,2199.0,0.0,2199.0,0.0,CAD            ,10-900,10-000-10-900-12001,6974242,CAD            ,GAPDPLSPENG220519-O1,0,1887455,Y,,,Y,,,,Y,,,,Legacy_1963647,10,CAD            ,Actuals,,2021-08-06,Conversion,,,,,B-01648415                     ,,,,,,,,,,,,,,,,,,,,,,,,,,10-900,Administration-Basecamp,CC_10900,,,,900.0,Basecamp,OT_Basecamp,,,10-000-10-900-12001,Contra A/R,Balance Sheet,Accounts Receivable,,12001.0,1648415.0,,,,,,,,1648415.0,The Travel Agent Next Door,49075.0,0.0,0.0,5821752.0,Canada Ottawa and Northern Ontario,4012371.0
11144,Canada,8,1887455,1963647,2021-08-06,10,0,10,900,12001,B-01648415                     ,GAPDPLSPENG220519-O1           ,2199.0,0.0,2199.0,0.0,CAD            ,10-900,10-000-10-900-12001,6974242,CAD            ,GAPDPLSPENG220519-O1,0,1887455,Y,,,Y,,,,Y,,,,Legacy_1963647,10,CAD            ,Actuals,,2021-08-06,Conversion,,,,,B-01648415                     ,,,,,,,,,,,,,,,,,,,,,,,,,,10-900,Administration-Basecamp,CC_10900,,,,900.0,Basecamp,OT_Basecamp,,,10-000-10-900-12001,Contra A/R,Balance Sheet,Accounts Receivable,,12001.0,1648415.0,,,,,,,,1648415.0,The Travel Agent Next Door,49075.0,0.0,0.0,5821752.0,Canada Ottawa and Northern Ontario,4012372.0
11145,Canada,8,1887455,1963647,2021-08-06,10,0,10,900,12001,B-01648415                     ,GAPDPLSPENG220519-O1           ,2199.0,0.0,2199.0,0.0,CAD            ,10-900,10-000-10-900-12001,6974242,CAD            ,GAPDPLSPENG220519-O1,0,1887455,Y,,,Y,,,,Y,,,,Legacy_1963647,10,CAD            ,Actuals,,2021-08-06,Conversion,,,,,B-01648415                     ,,,,,,,,,,,,,,,,,,,,,,,,,,10-900,Administration-Basecamp,CC_10900,,,,900.0,Basecamp,OT_Basecamp,,,10-000-10-900-12001,Contra A/R,Balance Sheet,Accounts Receivable,,12001.0,1648415.0,,,,,,,,1648415.0,The Travel Agent Next Door,49075.0,0.0,0.0,5821752.0,Canada Ottawa and Northern Ontario,4012373.0
