,Company,line_key,header_key,JRNENTRY,trxdate,ACTNUMBR_1,ACTNUMBR_2,ACTNUMBR_3,ACTNUMBR_4,ACTNUMBR_5,REFRENCE,DSCRIPTN,CRDTAMNT,DEBITAMT,ORCRDAMT,ORDBTAMT,CURNCYID,CC_CODE_LEGACY,FULLGL,gp_rec_id,FUNLCURR,gp_trip_code,gp_service_id,Header Key*,Add Only,Create Journal with Errors,Accounting Journal,Auto Complete,Comment,Worker,Accounting Journal ID,Submit,Disable Optional Worktag Balancing,Locked in Workday,Round Ledger Amounts,Journal Number,Company*,Currency*,Ledger Type*,Book Code,Accounting Date*,Journal Source*,Balancing Worktag,Optional Balancing Worktags+,External Supplier Invoice Source,Record Quantity,Journal Entry Memo,External Reference ID,Document Link,Adjustment Journal,Include Tax Lines,Create Reversal,Reversal Date,Control Total Amount,Currency Rate Type,Display Account Set,Row ID*,Content Type,Filename,Encoding,Compressed,File Content,Companies Without Access+,Skip,Discard On Exit Validation Error,File Name*,Event Attachment Description,Event Attachment Category,File,Legacy Ledger Account,Workday Ledger Account SC,Legacy ID_x,Legacy ID_y,Legacy Description_x,CC_Code,Legacy ID_x.1,Legacy Description_y,RevenueCategory,Legacy ID_y.1,Legacy Description - Legacy Name: Reporting Office_x,operational_territory_oh,Legacy Description - Legacy Name: Reporting Office_y,operational_territory_rev_cog,Legacy ID,Legacy Description,Posting Type,Account Category Number,Gross margin category,Workday ID Ledger Account,bookingno,trip_code,parent_trip_code,reporting_office_name,revenue_fraction,revenue_stream,travel_style,id,billing_group_name,agent,associated_agent,online,agent_code,sub_territory,service_id,filter
262401,Barbados,4,23678876,23902509,2021-08-31,20,300,20,900,47000,1637667,GAPzSPILT211009-O1             ,0,70.69,0,70.69,USD            ,20-900,20-300-20-900-47000,91698807,USD            ,GAPzSPILT211009-O1,0,23678876,Y,,,Y,,,,Y,,,,Legacy_23902509,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1637667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000,Change/Cancellation Fees,RC_Cancellation_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1637667,,,,,,,,,,,,,,,1
262402,Barbados,5,23678876,23902509,2021-08-31,20,300,20,900,43901,1637667,GAPzSPLIF211002-O1             ,72.15,0,72.15,0,USD            ,20-900,20-300-20-900-43901,91698808,USD            ,GAPzSPLIF211002-O1,0,23678876,Y,,,Y,,,,Y,,,,Legacy_23902509,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1637667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43901,Other Vessels Discount,RC_Other_Vessels_Discount,900,Basecamp,OT_Basecamp,,,,,,,,,1637667,,,,,,,,,,,,,,,1
262403,Barbados,6,23678876,23902509,2021-08-31,20,300,20,900,43901,1637667,GAPzSPILT211009-O1             ,70.69,0,70.69,0,USD            ,20-900,20-300-20-900-43901,91698809,USD            ,GAPzSPILT211009-O1,0,23678876,Y,,,Y,,,,Y,,,,Legacy_23902509,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1637667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43901,Other Vessels Discount,RC_Other_Vessels_Discount,900,Basecamp,OT_Basecamp,,,,,,,,,1637667,,,,,,,,,,,,,,,1
262404,Barbados,7,23678876,23902509,2021-08-31,20,300,20,900,43901,1637667,GAPPVI5A211005-O1              ,245.8,0,245.8,0,USD            ,20-900,20-300-20-900-43901,91698810,USD            ,GAPPVI5A211005-O1,0,23678876,Y,,,Y,,,,Y,,,,Legacy_23902509,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1637667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43901,Other Vessels Discount,RC_Other_Vessels_Discount,900,Basecamp,OT_Basecamp,,,,,,,,,1637667,,,,,,,,,,,,,,,1
262405,Barbados,8,23678876,23902509,2021-08-31,20,300,20,900,43901,1637667,GAPPVI3A211003-O1              ,173.65,0,173.65,0,USD            ,20-900,20-300-20-900-43901,91698811,USD            ,GAPPVI3A211003-O1,0,23678876,Y,,,Y,,,,Y,,,,Legacy_23902509,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1637667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43901,Other Vessels Discount,RC_Other_Vessels_Discount,900,Basecamp,OT_Basecamp,,,,,,,,,1637667,,,,,,,,,,,,,,,1
262414,Barbados,1,23678879,23902512,2021-08-31,20,425,20,100,40000,1639949,GPFDTKL211223-O1               ,0,773.28,0,559.85,GBP            ,20-100,20-425-20-100-40000,91698820,USD            ,GPFDTKL211223-O1,0,23678879,Y,,,Y,,,,Y,,,,Legacy_23902512,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1639949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40000,Land Revenue,RC_Land_Revenue,,,,,,,,,,,,1639949,,,,,,,,,,,,,,,1
262415,Barbados,2,23678879,23902512,2021-08-31,20,425,20,300,40001,1639949,GPFDTKL211223-O1               ,773.28,0,559.85,0,GBP            ,20-300,20-425-20-300-40001,91698821,USD            ,GPFDTKL211223-O1,0,23678879,Y,,,Y,,,,Y,,,,Legacy_23902512,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1639949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40001,Land Discounts/Promotions,RC_Land_Discounts,,,,,,,,,,,,1639949,,,,,,,,,,,,,,,1
262416,Barbados,3,23678879,23902512,2021-08-31,20,425,20,900,47000,1639949,GPFDTKL211223-O1               ,0,773.28,0,559.85,GBP            ,20-900,20-425-20-900-47000,91698822,USD            ,GPFDTKL211223-O1,0,23678879,Y,,,Y,,,,Y,,,,Legacy_23902512,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1639949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000,Change/Cancellation Fees,RC_Cancellation_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1639949,,,,,,,,,,,,,,,1
262417,Barbados,4,23678879,23902512,2021-08-31,20,425,20,900,47000,1639949,GPFDTKL211223-O1               ,773.28,0,559.85,0,GBP            ,20-900,20-425-20-900-47000,91698823,USD            ,GPFDTKL211223-O1,0,23678879,Y,,,Y,,,,Y,,,,Legacy_23902512,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1639949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000,Change/Cancellation Fees,RC_Cancellation_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1639949,,,,,,,,,,,,,,,1
262422,Barbados,1,23678880,23902513,2021-08-31,20,300,20,600,40001,1641100,GNANUPN210912-O1               ,299.85,0,299.85,0,USD            ,20-600,20-300-20-600-40001,91698828,USD            ,GNANUPN210912-O1,0,23678880,Y,,,Y,,,,Y,,,,Legacy_23902513,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1641100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40001,Land Discounts/Promotions,RC_Land_Discounts,,,,,,,,,,,,1641100,,,,,,,,,,,,,,,1
262423,Barbados,2,23678880,23902513,2021-08-31,20,300,20,900,47000,1641100,GNANUPN210912-O1               ,0,299.85,0,299.85,USD            ,20-900,20-300-20-900-47000,91698829,USD            ,GNANUPN210912-O1,0,23678880,Y,,,Y,,,,Y,,,,Legacy_23902513,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1641100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000,Change/Cancellation Fees,RC_Cancellation_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1641100,,,,,,,,,,,,,,,1
266928,Barbados,1,23681446,23905248,2021-08-27,20,300,20,900,47100,GPELEFBT210827-O1              ,GPELEFBT210827-O1              ,51001.8,0,51001.8,0,USD            ,20-900,20-300-20-900-47100,91717749,USD            ,GPELEFBT210827-O1,0,23681446,Y,,,Y,,,,Y,,,,Legacy_23905248,20,USD            ,Actuals,,2021-08-27,Conversion,,,,,GPELEFBT210827-O1              ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47100,DMC revenue,RC_DMC_Revenue_External,900,Basecamp,OT_Basecamp,,,,,,,,,2108271,,,,,,,,,,,,,,,1
266929,Barbados,2,23681446,23905248,2021-08-27,20,300,20,900,47100,GPELEFBT210827-O1              ,GPELEFBT210827-O1              ,3320,0,3320,0,USD            ,20-900,20-300-20-900-47100,91717750,USD            ,GPELEFBT210827-O1,0,23681446,Y,,,Y,,,,Y,,,,Legacy_23905248,20,USD            ,Actuals,,2021-08-27,Conversion,,,,,GPELEFBT210827-O1              ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47100,DMC revenue,RC_DMC_Revenue_External,900,Basecamp,OT_Basecamp,,,,,,,,,2108271,,,,,,,,,,,,,,,1
266930,Barbados,3,23681446,23905248,2021-08-27,20,300,20,900,47150,GPELEFBT210827-O1              ,GPELEFBT210827-O1              ,2500,0,2500,0,USD            ,20-900,20-300-20-900-47150,91717751,USD            ,GPELEFBT210827-O1,0,23681446,Y,,,Y,,,,Y,,,,Legacy_23905248,20,USD            ,Actuals,,2021-08-27,Conversion,,,,,GPELEFBT210827-O1              ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900,Basecamp,OT_Basecamp,,,,,,,,,2108271,,,,,,,,,,,,,,,1
269133,Barbados,1,23682377,23906190,2021-08-31,20,300,20,900,47100,RS Staff travel at cost        ,GPELELHI210804-O1              ,0,538,0,538,USD            ,20-900,20-300-20-900-47100,91720014,USD            ,GPELELHI210804-O1,0,23682377,Y,,,Y,,,,Y,,,,Legacy_23906190,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,RS Staff travel at cost        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47100,DMC revenue,RC_DMC_Revenue_External,900,Basecamp,OT_Basecamp,,,,,,,,,,,,,,,,,,,,,,,,1
269134,Barbados,2,23682377,23906190,2021-08-31,20,300,20,900,47100,RS Staff travel at cost        ,GPELELBI210809-O1              ,0,698,0,698,USD            ,20-900,20-300-20-900-47100,91720015,USD            ,GPELELBI210809-O1,0,23682377,Y,,,Y,,,,Y,,,,Legacy_23906190,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,RS Staff travel at cost        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47100,DMC revenue,RC_DMC_Revenue_External,900,Basecamp,OT_Basecamp,,,,,,,,,,,,,,,,,,,,,,,,1
269135,Barbados,3,23682377,23906190,2021-08-31,20,300,20,900,47100,RS Staff travel at cost        ,GPELEFBT210827-O1              ,0,830,0,830,USD            ,20-900,20-300-20-900-47100,91720016,USD            ,GPELEFBT210827-O1,0,23682377,Y,,,Y,,,,Y,,,,Legacy_23906190,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,RS Staff travel at cost        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47100,DMC revenue,RC_DMC_Revenue_External,900,Basecamp,OT_Basecamp,,,,,,,,,,,,,,,,,,,,,,,,1
269139,Barbados,1,23682387,23906200,2021-08-31,20,300,20,900,47100,GPELEFBT210827-O1              ,GPELEFBT210827-O1              ,0,3320,0,3320,USD            ,20-900,20-300-20-900-47100,91720038,USD            ,GPELEFBT210827-O1,0,23682387,Y,,,Y,,,,Y,,,,Legacy_23906200,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,GPELEFBT210827-O1              ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47100,DMC revenue,RC_DMC_Revenue_External,900,Basecamp,OT_Basecamp,,,,,,,,,2108271,,,,,,,,,,,,,,,1
269140,Barbados,2,23682387,23906200,2021-08-31,20,300,20,900,47100,GPELEFBT210827-O1              ,GPELEFBT210827-O1              ,0,51001.8,0,51001.8,USD            ,20-900,20-300-20-900-47100,91720039,USD            ,GPELEFBT210827-O1,0,23682387,Y,,,Y,,,,Y,,,,Legacy_23906200,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,GPELEFBT210827-O1              ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47100,DMC revenue,RC_DMC_Revenue_External,900,Basecamp,OT_Basecamp,,,,,,,,,2108271,,,,,,,,,,,,,,,1
269141,Barbados,3,23682387,23906200,2021-08-31,20,300,20,900,47150,GPELEFBT210827-O1              ,GPELEFBT210827-O1              ,0,2500,0,2500,USD            ,20-900,20-300-20-900-47150,91720040,USD            ,GPELEFBT210827-O1,0,23682387,Y,,,Y,,,,Y,,,,Legacy_23906200,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,GPELEFBT210827-O1              ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900,Basecamp,OT_Basecamp,,,,,,,,,2108271,,,,,,,,,,,,,,,1
269145,Barbados,1,23682388,23906201,2021-08-31,20,300,20,900,47100,GPELELBI210809-O1              ,GPELELBI210809-O1              ,0,3490,0,3490,USD            ,20-900,20-300-20-900-47100,91720044,USD            ,GPELELBI210809-O1,0,23682388,Y,,,Y,,,,Y,,,,Legacy_23906201,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,GPELELBI210809-O1              ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47100,DMC revenue,RC_DMC_Revenue_External,900,Basecamp,OT_Basecamp,,,,,,,,,2108091,,,,,,,,,,,,,,,1
269146,Barbados,2,23682388,23906201,2021-08-31,20,300,20,900,47100,GPELELBI210809-O1              ,GPELELBI210809-O1              ,0,70932.54,0,70932.54,USD            ,20-900,20-300-20-900-47100,91720045,USD            ,GPELELBI210809-O1,0,23682388,Y,,,Y,,,,Y,,,,Legacy_23906201,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,GPELELBI210809-O1              ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47100,DMC revenue,RC_DMC_Revenue_External,900,Basecamp,OT_Basecamp,,,,,,,,,2108091,,,,,,,,,,,,,,,1
269147,Barbados,3,23682388,23906201,2021-08-31,20,300,20,900,47150,GPELELBI210809-O1              ,GPELELBI210809-O1              ,0,1500,0,1500,USD            ,20-900,20-300-20-900-47150,91720046,USD            ,GPELELBI210809-O1,0,23682388,Y,,,Y,,,,Y,,,,Legacy_23906201,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,GPELELBI210809-O1              ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900,Basecamp,OT_Basecamp,,,,,,,,,2108091,,,,,,,,,,,,,,,1
269151,Barbados,1,23682389,23906202,2021-08-31,20,300,20,900,47100,GPELELBI210816-O1              ,GPELELBI210816-O1              ,0,59985.92,0,59985.92,USD            ,20-900,20-300-20-900-47100,91720050,USD            ,GPELELBI210816-O1,0,23682389,Y,,,Y,,,,Y,,,,Legacy_23906202,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,GPELELBI210816-O1              ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47100,DMC revenue,RC_DMC_Revenue_External,900,Basecamp,OT_Basecamp,,,,,,,,,2108161,,,,,,,,,,,,,,,1
269152,Barbados,2,23682389,23906202,2021-08-31,20,300,20,900,47100,GPELELBI210816-O1              ,GPELELBI210816-O1              ,0,2792,0,2792,USD            ,20-900,20-300-20-900-47100,91720051,USD            ,GPELELBI210816-O1,0,23682389,Y,,,Y,,,,Y,,,,Legacy_23906202,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,GPELELBI210816-O1              ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47100,DMC revenue,RC_DMC_Revenue_External,900,Basecamp,OT_Basecamp,,,,,,,,,2108161,,,,,,,,,,,,,,,1
269153,Barbados,3,23682389,23906202,2021-08-31,20,300,20,900,47150,GPELELBI210816-O1              ,GPELELBI210816-O1              ,0,4000,0,4000,USD            ,20-900,20-300-20-900-47150,91720052,USD            ,GPELELBI210816-O1,0,23682389,Y,,,Y,,,,Y,,,,Legacy_23906202,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,GPELELBI210816-O1              ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900,Basecamp,OT_Basecamp,,,,,,,,,2108161,,,,,,,,,,,,,,,1
269157,Barbados,1,23682390,23906203,2021-08-31,20,300,20,900,47100,GPELELHI210804-O1              ,GPELELHI210804-O1              ,0,52085.67,0,52085.67,USD            ,20-900,20-300-20-900-47100,91720056,USD            ,GPELELHI210804-O1,0,23682390,Y,,,Y,,,,Y,,,,Legacy_23906203,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,GPELELHI210804-O1              ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47100,DMC revenue,RC_DMC_Revenue_External,900,Basecamp,OT_Basecamp,,,,,,,,,2108041,,,,,,,,,,,,,,,1
269158,Barbados,2,23682390,23906203,2021-08-31,20,300,20,900,47100,GPELELHI210804-O1              ,GPELELHI210804-O1              ,0,3228,0,3228,USD            ,20-900,20-300-20-900-47100,91720057,USD            ,GPELELHI210804-O1,0,23682390,Y,,,Y,,,,Y,,,,Legacy_23906203,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,GPELELHI210804-O1              ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47100,DMC revenue,RC_DMC_Revenue_External,900,Basecamp,OT_Basecamp,,,,,,,,,2108041,,,,,,,,,,,,,,,1
269159,Barbados,3,23682390,23906203,2021-08-31,20,300,20,900,47150,GPELELHI210804-O1              ,GPELELHI210804-O1              ,0,1000,0,1000,USD            ,20-900,20-300-20-900-47150,91720058,USD            ,GPELELHI210804-O1,0,23682390,Y,,,Y,,,,Y,,,,Legacy_23906203,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,GPELELHI210804-O1              ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900,Basecamp,OT_Basecamp,,,,,,,,,2108041,,,,,,,,,,,,,,,1
269163,Barbados,1,23682391,23906204,2021-08-31,20,300,20,900,47100,RS Staff travel at cost        ,GPELELHI210804-O1              ,538,0,538,0,USD            ,20-900,20-300-20-900-47100,91720062,USD            ,GPELELHI210804-O1,0,23682391,Y,,,Y,,,,Y,,,,Legacy_23906204,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,RS Staff travel at cost        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47100,DMC revenue,RC_DMC_Revenue_External,900,Basecamp,OT_Basecamp,,,,,,,,,,,,,,,,,,,,,,,,1
269164,Barbados,2,23682391,23906204,2021-08-31,20,300,20,900,47100,RS Staff travel at cost        ,GPELELBI210809-O1              ,698,0,698,0,USD            ,20-900,20-300-20-900-47100,91720063,USD            ,GPELELBI210809-O1,0,23682391,Y,,,Y,,,,Y,,,,Legacy_23906204,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,RS Staff travel at cost        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47100,DMC revenue,RC_DMC_Revenue_External,900,Basecamp,OT_Basecamp,,,,,,,,,,,,,,,,,,,,,,,,1
269165,Barbados,3,23682391,23906204,2021-08-31,20,300,20,900,47100,RS Staff travel at cost        ,GPELEFBT210827-O1              ,830,0,830,0,USD            ,20-900,20-300-20-900-47100,91720064,USD            ,GPELEFBT210827-O1,0,23682391,Y,,,Y,,,,Y,,,,Legacy_23906204,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,RS Staff travel at cost        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47100,DMC revenue,RC_DMC_Revenue_External,900,Basecamp,OT_Basecamp,,,,,,,,,,,,,,,,,,,,,,,,1
